  740.0000  1.41402016338603E+0006
  760.0000  1.41447062593628E+0006
  780.0000  1.45935040296379E+0006
  800.0000  1.47467132255479E+0006
  820.0000  1.44707286819177E+0006
  840.0000  1.44880484162608E+0006
  860.0000  1.48659997284876E+0006
  880.0000  1.46636913198912E+0006
  900.0000  1.49200445105880E+0006
  920.0000  1.50762801848202E+0006
  940.0000  1.45763163745570E+0006
  960.0000  1.47627231224907E+0006
  980.0000  1.45222123547503E+0006
 1000.0000  1.47407309658699E+0006
 1020.0000  1.46224799142927E+0006
 1040.0000  1.49728792300954E+0006
 1060.0000  1.50300386746575E+0006
 1080.0000  1.51149794764956E+0006
 1100.0000  1.47532510966922E+0006
 1120.0000  1.52532253416286E+0006
 1140.0000  1.50315217777227E+0006
 1160.0000  1.47484620976323E+0006
 1180.0000  1.50192602570126E+0006
 1200.0000  1.50078488241489E+0006
