   20.0000  1.09308847239318E+0005
   40.0000  2.00052082347867E+0005
   60.0000  2.93426544043408E+0005
   80.0000  3.82680295515436E+0005
  100.0000  4.52864947139157E+0005
  120.0000  5.23818389220709E+0005
  140.0000  5.75114902045692E+0005
  160.0000  6.62550101183637E+0005
  180.0000  7.05456657186630E+0005
  200.0000  7.38366507902455E+0005
  220.0000  8.10269903772018E+0005
  240.0000  8.46129163964056E+0005
  260.0000  8.88155136799423E+0005
  280.0000  9.33936787603102E+0005
  300.0000  9.72108896312239E+0005
  320.0000  9.56476281890592E+0005
  340.0000  9.95441091664944E+0005
  360.0000  1.02375543895985E+0006
  380.0000  1.06027348549812E+0006
  400.0000  1.07628738496395E+0006
  420.0000  1.10046918058128E+0006
  440.0000  1.11938955625329E+0006
  460.0000  1.15607717123923E+0006
  480.0000  1.16620937603159E+0006
  500.0000  1.17600585571742E+0006
  520.0000  1.17574473107455E+0006
  540.0000  1.17000045461180E+0006
  560.0000  1.20911608031598E+0006
  580.0000  1.22166625086205E+0006
  600.0000  1.22983555243457E+0006
  620.0000  1.24538571416117E+0006
  640.0000  1.27428294599489E+0006
  660.0000  1.25625829635760E+0006
  680.0000  1.27402441565935E+0006
  700.0000  1.23614543517289E+0006
