 1760.0000  1.34161112897324E+0006
 1780.0000  1.32960438129653E+0006
 1800.0000  1.28736334161849E+0006
 1820.0000  1.32262085117827E+0006
 1840.0000  1.32205768832461E+0006
 1860.0000  1.31944664989599E+0006
 1880.0000  1.34629170241502E+0006
 1900.0000  1.37227044541028E+0006
 1920.0000  1.37682111964506E+0006
 1940.0000  1.37338729211138E+0006
 1960.0000  1.33905845528084E+0006
 1980.0000  1.34104459226103E+0006
 2000.0000  1.36953837131639E+0006
 2020.0000  1.35983043707479E+0006
 2040.0000  1.40089161116635E+0006
 2060.0000  1.39773851913599E+0006
 2080.0000  1.36487587128434E+0006
 2100.0000  1.35473230533007E+0006
 2120.0000  1.46738010861935E+0006
 2140.0000  1.36419284144840E+0006
 2160.0000  1.29749183869650E+0006
 2180.0000  1.35236001501722E+0006
 2200.0000  1.36592389789205E+0006
 2220.0000  1.38080770466815E+0006
 2240.0000  1.35015955639973E+0006
 2260.0000  1.36519688608040E+0006
 2280.0000  1.35538161703155E+0006
 2300.0000  1.34994453500552E+0006
 2320.0000  1.38774057322263E+0006
 2340.0000  1.37979530367138E+0006
 2360.0000  1.35215715304994E+0006
 2380.0000  1.33045094824053E+0006
 2400.0000  1.34478544619606E+0006
 2420.0000  1.38013906811400E+0006
 2440.0000  1.35410846233684E+0006
 2460.0000  1.33738243668087E+0006
 2480.0000  1.34399016713338E+0006
 2500.0000  1.33424094840707E+0006
 2520.0000  1.31863473450333E+0006
 2540.0000  1.30031139865382E+0006
 2560.0000  1.32983270128606E+0006
 2580.0000  1.33947127981500E+0006
 2600.0000  1.31566155752512E+0006
 2620.0000  1.32370309587856E+0006
 2640.0000  1.32611207817074E+0006
 2660.0000  1.29311491712936E+0006
 2680.0000  1.26318883543879E+0006
 2700.0000  1.25920425097862E+0006
 2720.0000  1.29292202112726E+0006
 2740.0000  1.28547694469975E+0006
 2760.0000  1.28492918125942E+0006
 2780.0000  1.26118244593992E+0006
 2800.0000  1.27004805579010E+0006
 2820.0000  1.31562223384788E+0006
 2840.0000  1.28235549835834E+0006
 2860.0000  1.27074353051716E+0006
 2880.0000  1.30787023529096E+0006
 2900.0000  1.23842667922423E+0006
 2920.0000  1.26427550690509E+0006
 2940.0000  1.28803826520022E+0006
 2960.0000  1.27178687643990E+0006
 2980.0000  1.28231180048247E+0006
 3000.0000  1.30586429776239E+0006
 3020.0000  1.29960422650665E+0006
 3040.0000  1.30385219748249E+0006
 3060.0000  1.29342237776694E+0006
 3080.0000  1.28868087084746E+0006
 3100.0000  1.30900029980188E+0006
 3120.0000  1.30179899748207E+0006
