1540	0.501810317
1560	0.504768568
1580	0.507563608
1600	0.506324916
1620	0.513491302
1640	0.518399722
1660	0.514897669
1680	0.527867774
1700	0.531621157
1720	0
1740	0
1760	0.531939005
1780	0.517097232
1800	0.510640194
1820	0.524594644
1840	0.519373449
1860	0.518727419
1880	0.536820791
1900	0.554976029
1920	0.539477685
1940	0.534127715
1960	0.530204071
1980	0.542627912
2000	0.543089761
2020	0.531483971
2040	0.54433708
2060	0.552192712
2080	0.533924137
2100	0.533166105
2120	0.574075847
2140	0.530935349
2160	0.515358806
2180	0.533106492
2200	0.532428624
2220	0.537113438
2240	0.537341307
2260	0.539668208
2280	0.536204651
2300	0.530263679
2320	0.543424298
2340	0.54191335
2360	0.527646789
2380	0.520220519
2400	0.530865746
2420	0.533021012
2440	0.518978844
2460	0.525819232
2480	0.524421187
2500	0.520304334
2520	0.517086487
2540	0.516556558
2560	0.524507287
2580	0.519362198
2600	0.51526953
2620	0.518632555
2640	0.511844957
2660	0.502490295
2680	0.489476187
2700	0.499296504
2720	0.50609397
2740	0.499651009
2760	0.508421812
2780	0.509549478
2800	0.498244815
2820	0.51268721
2840	0.50224759
2860	0.501662376
2880	0.515512206
2900	0.494400079
2920	0.503631846
2940	0.505030574
2960	0.506111718
2980	0.503855768
3000	0.527446296
3020	0.508910746
3040	0.509303206
3060	0.512042309
3080	0.515610453
3100	0.510641438
3120	0.511661156
3140	0.506319861
3160	0
3180	0
3200	0.507803782
3220	0.50099636
3240	0.505219831
3260	0.503336422
3280	0.520443192
3300	0.527893152
3320	0.520666457
3340	0.510256082
3360	0.534320014
3380	0.512535913
3400	0.527402315
3420	0.527771007
3440	0.514292001
3460	0.51069459
3480	0.513566097
3500	0.540959177
3520	0.535592959
3540	0.526495641
3560	0.532443537
3580	0.52620934
3600	0.52668911
3620	0.524383142
3640	0.535820446
3660	0.531968447
3680	0.516647165
3700	0.527328904
3720	0.51222334
3740	0.516568602
3760	0.506083199
3780	0.504881145
3800	0.508819703
3820	0.507501743
3840	0.488935456
3860	0.494219
3880	0.50368607
3900	0.4990505
3920	0.49484883
3940	0.48719306
3960	0.48167427
3980	0.47685473
4000	0.47388265
4020	0.47018164
4040	0.46411225
4060	0.47784421
4080	0.47950866
